source,target
Carretas,Paseo de la Esperanza
Embajada de Italia,Puente Praga
Cuatro Caminos 2,Doctor Arce 45
Zurbano,Casa Encendida
Beata,Embajadores-Cáceres
Plaza de San Ildefonso,Castellana
Plaza de Felipe II,Menéndez Pelayo
Cea Bermúdez,Barceló
Colegio Arquitectos,Cea Bermúdez
Barceló,Santa Engracia 127
Concordia,Ribera de Curtidores
Serrano,Puerta de Granada
Conde de Romanones,San Vicente Ferrer
Santa Isabel,Ermita Santo
San Hermenegildo,Plaza de Nelson Mandela
Antonio Maura,Doce de Octubre
Barceló,Embajadores 2
Embajadores-Cáceres,Glorieta de Cádiz
Valderribas,Plaza de los Astros
Santa Isabel,Puerta del Doce de Octubre
Alonso Martínez,Santa Engracia 127
José María Pereda,Avenida de los Toreros
Galileo,Quevedo
Velázquez 130,Casa Encendida
Agustín de Betancourt,Santa Engracia 87
Glorieta de Cádiz,Caramuel
Concordia,Paseo de la Esperanza
José María Pereda,Avenida de los Toreros
Conde de Romanones,Puerta del Doce de Octubre
Paseo de la Castellana con Raimundo Fernández,Diego de león
Rubén Darío,Junta Municipal Retiro
Puerta del Ángel Caído,General Álvarez de Castro
Embajadores 2,Plaza de San Francisco
Plaza de los Carros,Cea Bermúdez
Plaza de San Francisco,Manuel Silvela
Velázquez-Diego de León,Bravo Murillo 44
Delicias,Ermita Santo
Desengaño,Plaza de la Independencia
Puerta de Madrid,Diego de león
Santa Engracia 87,Glorieta de los Cuatro Caminos
Conde Duque,Bravo Murillo 44
Miguel Moya,Beata
Batalla del Salado,Segovia 45
Manuel Silvela,Plaza de la Cebada
Avenida de América 2,Puerta de Madrid
Puerta de Madrid,General Pardiñas
Junta Municipal Retiro,Embajadores 2
Sainz de Baranda,Valderribas
Plaza de Lavapiés,Beata
Castellana frente a Hermanos Pinzón,Plaza de las Salesas
Glorieta de los Cuatro Caminos,Fernando el Católico
Plaza del Cordón,Caramuel
Plaza de San Francisco,Desengaño
Glorieta de Cádiz,Embajadores-Cáceres
Plaza de San Francisco,Jacometrezo
Puente de Ventas,Diego de león
San Hermenegildo,Puerta de Toledo
Plaza de San Francisco,Jacometrezo
Alonso Martínez,Francos Rodríguez
Paseo de la Florida,Ermita Santo
Cartagena,Santa Isabel
Sainz de Baranda,Puerta de Granada
San Quintín,Plaza de la Cebada
Plaza de San Ildefonso,Plaza de Lavapiés
Augusto Figueroa,Jaime el Conquistador
Paseo de Moret,Juan Bravo 50
Puerta del Doce de Octubre,Menéndez Pelayo
Hospital Clínico,Pablo Iglesias
Doctor Esquerdo-Hermosilla,Doce de Octubre
Jacinto Benavente,Puente Praga
Marqués de Vadillo,Pirámides
Santa María de la Cabeza,Plaza de Lavapiés
Bravo Murillo 44,San Hermenegildo
Plaza de Lavapiés,Augusto Figueroa
Marqués de Vadillo,Puerta de Toledo
Valderribas,Menéndez Pelayo
Jacinto Benavente,Segovia 45
Puerta de Madrid,Casa Encendida
Fernando el Católico,Fuencarral
Orense 12,Puerta de Granada
Puerta del Ángel,Jacometrezo
Castellana,Avenida de América 1
Plaza de Pedro Zerolo,Almadén
San Delfín,Paseo Imperial
Colombia,Cartagena
Colegio Arquitectos,Bravo Murillo 44
Paseo de la Esperanza,Delicias
Parque Santander,Remonta
Guzmán el Bueno,Avenida Donostiarra
Glorieta de Cádiz,Palos de la Frontera
Fernando el Católico,Pablo Iglesias
Velázquez,Juan Bravo 50
Miguel Moya,Beata
Santa Engracia 87,Cea Bermúdez
Quevedo,Orense 12
Prosperidad,Paseo de la Castellana con Raimundo Fernández
Caramuel,Calle Mayor
Plaza de Juan Pujol,Juan Bravo 50
Reina Victoria,Quevedo
Castellana frente a Hermanos Pinzón,Arcipreste de Hita B
Segovia 45,Conde de Romanones
Orense 12,Manuel Silvela
Cuesta de Moyano,Biblioteca Nacional
Agustín de Betancourt,Plaza de Castilla
Paseo Imperial,Puerta del Ángel
Jacometrezo,Ermita Santo
Orense 12,María Francisca 1
San Hermenegildo,Plaza de Lavapiés
Ronda de Atocha,Augusto Figueroa
Ermita Santo,Entrada Matadero
Glorieta de los Cuatro Caminos,Santo Domingo
Juan Bravo 50,San Andrés
Plaza Conde Suchil,General Álvarez de Castro
Augusto Figueroa,Santa María de la Cabeza
Plaza de los Astros,San Delfín
Segovia 45,Jesús y María
San Hermenegildo,Agustín de Betancourt
Plaza de la Independencia,Niño Jesús
Ventura Rodríguez,Puerta del Doce de Octubre
Ronda de Atocha,Tres Cruces
Beata,Santa María de la Cabeza
Miguel Moya,Orense 12
Pintor Rosales,Fernando el Católico
Puerta de Mariano de Cavia,Embajadores-Cáceres
Alonso Martínez,Santa María de la Cabeza
San Germán 57,Parque Santander
General Pardiñas,Museo Reina Sofía
Plaza de Pedro Zerolo,Jaime el Conquistador
Barceló,Quevedo
Menéndez Pelayo,Alcalá
Barceló,Plaza de los Carros
Serrano,Avenida Donostiarra
Segovia 45,Plaza de Pedro Zerolo
Doctor Esquerdo-Hermosilla,Segovia 45
Paseo de la Esperanza,Puerta del Ángel
Puerta de Granada,Marqués de Cubas
Juan Bravo 50,Manuel Silvela
Entrada Matadero,Plaza de los Carros
Santo Domingo,Ermita Santo
Príncipe de Vergara,Fuencarral
Plaza de San Ildefonso,Fernando el Católico
Orense 12,Zurbano
Villanueva,Madrid Río-Yeserías
Paseo de la Florida,Jacometrezo
Velázquez 130,Plaza de las Salesas
Segovia 45,Palacio de Oriente
Paseo de la Florida,Jacometrezo
Cartagena,Valderribas
Paseo de la Florida,Jacometrezo
General Álvarez de Castro,Plaza de los Carros
Conde Duque,Segovia 45
Paseo de la Florida,Jacometrezo
Plaza de San Miguel,Entrada Matadero
Casa Encendida,Beata
Plaza de la Independencia,Puerta del Doce de Octubre
Paseo de la Florida,Plaza del Cordón
Cuatro Caminos 2,San Bernardo
Cuesta de Moyano,Paseo de la Esperanza
Retiro-Ibiza,Puerta de Granada
Marqués de Vadillo,Ermita Santo
Espalter,Plaza de la Cebada
Jacinto Benavente,Puerta de Toledo
Glorieta de Cádiz,Caramuel
Plaza de Santa Ana,General Pardiñas
Conde de Casal,Puerta de Mariano de Cavia
Galileo,Colegio Arquitectos
Ayala,Jaime el Conquistador
Torre Cepsa,Prosperidad
Santa Engracia 127,Santa Engracia 14
Embajadores 1,Paseo Imperial
Palos de la Frontera,Parque Santander
Paseo de la Habana 63,Plaza de Lavapiés
Marqués de la Ensenada,Antonio López
Puerta de Granada,Plaza de Felipe II
Cuatro Caminos 2,Doctor Arce 45
Parque Roma,Marqués de Corbera 12
Galileo,Colegio Arquitectos
Colegio Arquitectos,Bravo Murillo 44
Batalla del Salado,Plaza de la Cebada
Colegio Arquitectos,Cea Bermúdez
Conde Peñalver,Diego de León 52
Puente de Vallecas,Carretas
Paseo de la Florida,Marqués de Vadillo
Antonio Maura,Doce de Octubre
Conde Duque,Glorieta de los Cuatro Caminos
Ayala,San Bernardo
Jacinto Benavente,Jaime el Conquistador
Corazón de María,Antonio López
Metro Tetuán,Cuatro Caminos 2
Velázquez,Prosperidad
Orense 12,Plaza de la Independencia
Embajadores 2,Paseo Imperial
Ortega y Gasset 87,Augusto Figueroa
Fernando el Católico,San Francisco de Sales
Pirámides,Plaza de Lavapiés
General Álvarez de Castro,Avenida de los Toreros
Paseo Imperial,Entrada Matadero
Pirámides,Plaza de Lavapiés
Glorieta de los Cuatro Caminos,Juan Bravo 50
San Hermenegildo,San Bernardo
Jacinto Benavente,Batalla del Salado
Puente de Vallecas,Marqués de Corbera 12
Espalter,Marqués de Corbera 12
Guzmán el Bueno,Ribera de Curtidores
Pirámides,Plaza de Lavapiés
Glorieta de los Cuatro Caminos,Fernando el Católico
Fernando el Católico,Parque Santander
Puerta de Mariano de Cavia,Alcántara
Ermita Santo,Jacinto Benavente
San Hermenegildo,Quevedo
Paseo Imperial,Entrada Matadero
Marqués de Vadillo,Paseo de las Delicias
Alonso Martínez,Francos Rodríguez
Marqués de Vadillo,Puerta de Toledo
Orense 12,Zurbano
Puente de Vallecas,Plaza de Lavapiés
Paseo de la Esperanza,Ermita Santo
Puerta del Ángel,Conde de Romanones
Velázquez 130,Augusto Figueroa
Derechos Humanos,Plaza de San Francisco
Cuesta de Moyano,Puerta del Ángel Caído
Camilo José Cela,Conde Peñalver
Plaza de la Cebada,Paseo de la Esperanza
Palos de la Frontera,Malasaña
Palos de la Frontera,Plaza de los Carros
Marqués de Vadillo,Casa Encendida
Manuel Silvela,Plaza de San Francisco
Plaza de Felipe II,Doce de Octubre
Jacometrezo,Metro Pirámides
Paseo de la Florida,Plaza del Cordón
Velázquez,Santo Domingo
Jacinto Benavente,Paseo de la Esperanza
Paseo de Moret,Juan Bravo 50
General Pardiñas,Junta Municipal Retiro
Avenida de América 2,Ronda de Atocha
San Hermenegildo,Segovia 45
Jaime el Conquistador,Delicias
San Bernardo,Quevedo
Orense 12,Fernando el Católico
Estrecho,Plaza de las Salesas
Alonso Martínez,Quevedo
Camino Vinateros,Miguel Moya
Guzmán el Bueno,Fernando el Católico
Plaza de la Independencia,Puerta del Pacífico 
Segovia 45,Plaza de los Carros
Altamirano,Plaza de la Cebada
Avenida Donostiarra,Corazón de María
Estrecho,Orense 12
Marqués de Vadillo,Ronda de Atocha
Avenida Donostiarra,Corazón de María
Guzmán el Bueno,Paseo de la Esperanza
Guzmán el Bueno,Ribera de Curtidores
Narváez,Jesús y María
Puerta de Madrid,Diego de León 52
Plaza de San Francisco,Paseo de la Florida
Plaza de Felipe II,Juan Bravo 50
Plaza de la Independencia,Puerta del Pacífico 
Paseo de la Esperanza,Jesús y María
Paseo de la Florida,Marqués de Vadillo
General Pardiñas,Plaza de Lavapiés
Segovia 26,Paseo de la Florida
Jaime el Conquistador,Embajadores-Cáceres
Augusto Figueroa,Fuencarral
Augusto Figueroa,Fuencarral
San Quintín,Paseo de la Esperanza
Doce de Octubre,Menéndez Pelayo
Chamartín,Pío XII
Parque Santander,Remonta
Caramuel,Antón Martín
Embajadores-Cáceres,Plaza de Nelson Mandela
Doce de Octubre,Embajadores 1
Francos Rodríguez,Santa Engracia 87
Beata,Embajadores-Cáceres
Menéndez Pelayo,Plaza de Felipe II
Antón Martín,Augusto Figueroa
Castellana frente a Hermanos Pinzón,Arcipreste de Hita B
Santa Engracia 87,Cea Bermúdez
Doctor Arce 45,Agustín de Betancourt
San Germán 5,Agustín de Betancourt
Quevedo,Puerta del Ángel Caído
Junta Municipal Retiro,Entrada Matadero
Plaza de Felipe II,Cartagena
Embajada de Italia,Estrecho
Glorieta de los Cuatro Caminos,Altamirano
Glorieta de los Cuatro Caminos,Altamirano
Antón Martín,Beata
Caramuel,Plaza de Pedro Zerolo
Plaza de Lavapiés,Puerta del Ángel
Mártires Concepcionistas,Castelló
Cuatro Caminos 2,Parque Santander
Mártires Concepcionistas,Castelló
Puerta del Doce de Octubre,Avenida Donostiarra
General Pardiñas,Museo Reina Sofía
Santa Isabel,Plaza de la Cebada
Ortega y Gasset,Zurbano
Pedro Bosch,Marqués de Vadillo
Ronda de Atocha,Plaza de Pedro Zerolo
Ronda de Atocha,Plaza de Pedro Zerolo
Espalter,Marqués de Corbera 12
Puerta de Toledo,Ronda de Atocha
Corazón de María,Antonio López
Santa Engracia 14,Guzmán el Bueno
Segovia 45,Plaza de Lavapiés
Cibeles,Plaza de los Astros
Antonio Maura,Puerta de Mariano de Cavia
Avenida Donostiarra,Corazón de María
Hortaleza,Serrano
Puerta de Madrid,Santa Isabel
Beata,Santa María de la Cabeza
Puerta de Madrid,Santa Isabel
Embajadores-Cáceres,Santa Isabel
Ayala,O'Donnell
Hortaleza,Santa Engracia 87
Parque Santander,Biblioteca Nacional
Puerta de Toledo,Entrada Matadero
Embajadores 1,Entrada Matadero
Espalter,Plaza de la Cebada
San Francisco de Sales,Diego de León 52
Sor Ángela de la Cruz,Orense 12
Plaza de las Salesas,Antonio López
Fernando el Católico,Agustín de Betancourt
General Álvarez de Castro,Ortega y Gasset 87
Plaza de las Salesas,Conde de Romanones
Desengaño,Hortaleza
Santa Isabel,Palos de la Frontera
Jacometrezo,Ermita Santo
Puerta de Granada,Doce de Octubre
Parque Roma,Marqués de Corbera 12
Paseo de la Esperanza,Jacometrezo
Fernando el Católico,Santa Engracia 87
Embajadores 2,Plaza de Lavapiés
Marqués de Vadillo,Madrid Río-Yeserías
Rubén Darío,Junta Municipal Retiro
Valderribas,Menéndez Pelayo
Paseo de la Esperanza,Plaza de Lavapiés
Paseo Imperial,Plaza de Lavapiés
Ayala,Augusto Figueroa
Colegio Arquitectos,Velázquez-Diego de León
Casa Encendida,Plaza de Pedro Zerolo
Barceló,Galileo
Plaza del Cordón,Caramuel
Pedro Bosch,Méndez Álvaro
Embajadores 191,Delicias
Santa María de la Cabeza,Paseo de la Esperanza
Guzmán el Bueno,Glorieta de los Cuatro Caminos
Orense 12,Fernando el Católico
Plaza de San Ildefonso,Fernando el Católico
Embajadores 191,Paseo Imperial
Embajadores-Cáceres,Plaza de Lavapiés
Plaza de Pedro Zerolo,Quintana
Embajadores-Cáceres,Embajadores 191
Desengaño,Plaza de la Independencia
Remonta,Orense 12
Embajadores-Cáceres,Ribera de Curtidores
Guzmán el Bueno,Avenida Donostiarra
Puerta de Granada,Metro Pirámides
Avenida de los Toreros,Valderribas
Santa Engracia 127,Santa Engracia 14
Plaza de San Francisco,Santa Engracia 127
Puerta de Madrid,Barceló
Alonso Martínez,Quevedo
General Pardiñas,Avenida Brasilia
Miguel Moya,Guzmán el Bueno
General Martínez Campos ,Niño Jesús
Plaza Conde Suchil,General Álvarez de Castro
Cuatro Caminos 2,Fuencarral
Plaza de las Salesas,Ribera de Curtidores
General Álvarez de Castro,General Perón con Poeta Joan Maragall
Paseo de la Esperanza,Antón Martín
Paseo de la Habana 63,Francos Rodríguez
Doctor Esquerdo-Hermosilla,Segovia 45
Paseo de la Florida,Marqués de Vadillo
Narváez,Jesús y María
Sevilla,Ayala
Colegio Arquitectos,Cea Bermúdez
San Hermenegildo,Embajadores 1
Plaza de los Carros,Quevedo
Santa Isabel,Puerta del Doce de Octubre
Batalla del Salado,Plaza de la Cebada
Embajada de Italia,Puente Praga
Plaza de las Salesas,Carlos Cambronero
Ronda de Atocha,Plaza de Lavapiés
Orense 12,San Germán 57
Conde Duque,Parque Santander
Cibeles,General Pardiñas
Marqués de Corbera 12,Conde Peñalver
Mártires Concepcionistas,Ayala
Paseo Imperial,Embajadores-Cáceres
Plaza de Lavapiés,Santa Isabel
Ventas,C.D. Concepción
Concordia,Paseo de la Esperanza
INEF,General Álvarez de Castro
Méndez Álvaro,Junta Municipal Retiro
Avenida de América 2,Ronda de Atocha
San Delfín,Caramuel
Caramuel,Conde de Romanones
Ronda de Atocha,Claudio Coello
Conde de Romanones,Puerta del Doce de Octubre
Remonta,Orense 12
Plaza de Lavapiés,Diego de León 52
Glorieta de los Cuatro Caminos,Fernando el Católico
Cuatro Caminos 2,Fernando el Católico
Quinta Fuente del Berro,Marqués de Zafra
Sainz de Baranda,Valderribas
Camino Vinateros,Miguel Moya
Parque Santander,San Germán 57
Guzmán el Bueno,Plaza de los Carros
Concordia,Antón Martín
Puerta del Ángel,Plaza de la Cebada
Marqués de Corbera 12,Ibiza
Puerta del Ángel Caído,Plaza de Lavapiés
Serrano,Puerta de Granada
Ventura Rodríguez,Puerta del Doce de Octubre
Marqués de Vadillo,Puerta del Ángel
Fernando el Católico,General Álvarez de Castro
Facultad Derecho,José Abascal
Segovia 45,Plaza de los Carros
Pirámides,Paseo Imperial
Embajadores 2,Santa Isabel
Delicias,Caramuel
Jaime el Conquistador,Paseo Imperial
Colombia,Prosperidad
Marqués de Vadillo,Santa María de la Cabeza
Puerta del Ángel Caído,General Álvarez de Castro
Ermita Santo,Puerta de Toledo
Antonio Maura,Plaza de los Astros
Ibiza,Plaza de Felipe II
Jaime el Conquistador,Antonio López
Jaime el Conquistador,Plaza de Lavapiés
Columela,Serrano
Paseo de la Florida,Marqués de Vadillo
Hortaleza,Santa Engracia 127
Puente Praga,Plaza de los Carros
Marqués de Zafra,Huertas
Puente de Ventas,Diego de león
General Pardiñas,Manuel Silvela
Torre Cepsa,Prosperidad
Corazón de María,Avenida Donostiarra
Fernando el Católico,Santa Isabel
Plaza de las Salesas,Glorieta de los Cuatro Caminos
Conde Duque,Parque Santander
Puerta de Madrid,Puerta del Doce de Octubre
Avenida Donostiarra,Marqués de Corbera 12
Cea Bermúdez,Conde Duque
Doce de Octubre,C.D. Concepción
Puerta de Madrid,Puerta del Doce de Octubre
Fernando el Católico,Jacometrezo
Puerta de Madrid,Puerta del Doce de Octubre
Avenida Donostiarra,Marqués de Corbera 12
Puente Praga,San Andrés
Rubén Darío,Juan Bravo 50
Calle Mayor,Segovia 45
Estrecho,Plaza de las Salesas
Doctor Arce 45,José Abascal
Glorieta de los Cuatro Caminos,Alonso Martínez
Puerta de Madrid,Cuesta de Moyano
Paseo Imperial,Puerta del Ángel
Parque Santander,Quevedo
Madrid Río-Yeserías,Paseo Imperial
Plaza de Felipe II,Menéndez Pelayo
Fuencarral,Carlos Cambronero
Serrano,Augusto Figueroa
Plaza de la Cebada,Paseo de la Esperanza
Orense 12,General Álvarez de Castro
Alonso Martínez,Santa Engracia 127
Paseo de la Esperanza,Puerta del Ángel Caído
Plaza de Lavapiés,Entrada Matadero
Huertas,Plaza de Pedro Zerolo
Pío Baroja,Plaza de Lavapiés
Puerta de Granada,Cibeles
Plaza de la Cebada,Antón Martín
Serrano,Avenida Donostiarra
Fernando el Católico,Plaza de San Francisco
Puente de Vallecas,Puerta de Granada
Santa Engracia 87,Hortaleza
Estrecho,General Álvarez de Castro
Ventura Rodríguez,Puerta de Madrid
Paseo de la Esperanza,Palos de la Frontera
Plaza de Felipe II,Doce de Octubre
Santo Domingo,Columela
Palacio de Deportes,Plaza de San Miguel
Plaza de la Independencia,Ibiza
Alonso Martínez,Guzmán el Bueno
Plaza de Lavapiés,Entrada Matadero
Narváez,Plaza de San Ildefonso
Castellana frente a Hermanos Pinzón,Arcipreste de Hita B
Plaza de Nelson Mandela,Embajadores 1
C.D. Concepción,Paseo de la Habana 42
Plaza de Lavapiés,Entrada Matadero
Fernando el Católico,Plaza de la Cebada
Príncipe de Vergara,Derechos Humanos
Plaza del Cordón,Segovia 45
Plaza de Pedro Zerolo,Avenida de los Toreros
Cibeles,Plaza de San Francisco
Ermita Santo,Ribera de Curtidores
Casa Encendida,Plaza de la Cebada
Marqués de Vadillo,Puerta de Toledo
Doctor Esquerdo-Hermosilla,Segovia 45
Plaza de Lavapiés,Plaza de la Cebada
Plaza de la Independencia,Retiro-Ibiza
Segovia 45,Plaza de San Miguel
Bravo Murillo 44,Altamirano
Palacio de Oriente,Plaza de San Francisco
Menéndez Pelayo,Alcalá
Sainz de Baranda,Marqués de Zafra
General Álvarez de Castro,Mártires Concepcionistas
Puerta de Toledo,San Bernardo
Jacometrezo,Ermita Santo
Sainz de Baranda,Marqués de Zafra
Plaza de las Salesas,Casa Encendida
Santo Domingo,Santa Isabel
Plaza de los Carros,Plaza de la Independencia
Columela,Serrano
Plaza de la Cebada,Ermita Santo
Doce de Octubre,Santa Isabel
San Vicente Ferrer,Velázquez
San Germán 5,Agustín de Betancourt
Pirámides,Antón Martín
Entrada Matadero,Paseo Imperial
Entrada Matadero,Paseo Imperial
Embajadores 1,Entrada Matadero
Antón Martín,Facultad Derecho
San Hermenegildo,Plaza de la Cebada
Concordia,Puerta del Doce de Octubre
Plaza de la Cebada,Plaza de San Ildefonso
Narváez,Plaza de Lavapiés
Plaza de la Independencia,Plaza de los Astros
Cea Bermúdez,Plaza de San Francisco
Plaza de los Astros,San Delfín
Cuatro Caminos 2,San Bernardo
Columela,Retiro-Ibiza
Avenida Donostiarra,Avenida de los Toreros
Embajadores 2,Plaza de la Independencia
Facultad Biología,Bravo Murillo 44
Puerta de Toledo,Galileo
Ronda de Atocha,Plaza de Pedro Zerolo
Paseo Imperial,Antón Martín
Camino Vinateros,Mártires Concepcionistas
Almadén,Casa Encendida
Galileo,Santo Domingo
Jacometrezo,Ermita Santo
Entrada Matadero,Paseo Imperial
Mártires Concepcionistas,Castelló
Espalter,Marqués de Corbera 12
Velázquez-Diego de León,Palacio de Oriente
Serrano,Augusto Figueroa
Desengaño,Hortaleza
Camilo José Cela,Plaza de San Juan de la Cruz
Paseo de la Florida,Plaza de San Francisco
Remonta,Orense 12
Embajadores 191,Embajadores-Cáceres
Paseo Imperial,Ribera de Curtidores
Plaza de la Cebada,Plaza de Pedro Zerolo
Príncipe de Vergara,Junta Municipal Retiro
Legazpi,Cea Bermúdez
Plaza de San Juan de la Cruz,Casa Encendida
Diego de león,Sevilla
Plaza de San Miguel,Entrada Matadero
Plaza de San Miguel,Segovia 45
Colegio Arquitectos,Quevedo
Paseo de la Castellana con Raimundo Fernández,Barceló
Paseo de la Florida,Plaza del Cordón
San Delfín,Caramuel
Parque Santander,Estrecho
Doce de Octubre,Niño Jesús
Calle Mayor,Entrada Matadero
Segovia 45,Puerta de Toledo
Embajadores 1,Antón Martín
Narváez,Fuencarral
Galileo,Colegio Arquitectos
Colegio Arquitectos,Bravo Murillo 44
Calle Mayor,Ermita Santo
San Hermenegildo,Plaza de la Cebada
General Perón 1,Parque Santander
Plaza de los Astros,Puerta de Granada
Plaza de Felipe II,Cartagena
Alonso Martínez,Museo Reina Sofía
